15,Cary Blanchard,32,K,16,0,227,1-Jun,Oklahoma St.,11/5/68,8,2,,crd,2000
89,David Boston,22,WR,16,16,240,2-Jun,Ohio St.,8/19/78,1,8,Arizona Cardinals / 1st / 8th pick / 1999,crd,2000
66,Ethan Brooks,28,lt,14,3,330,6-Jun,Williams,4/27/72,4,1,Atlanta Falcons / 7th / 229th pick / 1996,crd,2000
17,Dave Brown,30,qb,6,2,230,5-Jun,Duke,2/25/70,8,1,New York Giants / 1st / 1st pick / 1992åÊSupp,crd,2000
95,Tom Burke,24,,2,0,275,3-Jun,Wisconsin,10/12/76,1,0,Arizona Cardinals / 3rd / 83rd pick / 1999,crd,2000
25,Corey Chavous,24,rcb,16,1,205,1-Jun,Vanderbilt,1/5/76,2,1,Arizona Cardinals / 2nd / 33rd pick / 1998,crd,2000
65,Anthony Clement,24,RT,16,16,333,8-Jun,La-Lafayette,4/10/76,2,6,Arizona Cardinals / 2nd / 36th pick / 1998,crd,2000
82,Mac Cody,28,wr,15,1,182,11-May,Memphis,8/7/72,1,2,,crd,2000
64,Norbert Davidds-Garrido,28,rg,9,2,315,6-Jun,USC,10/4/72,4,1,Carolina Panthers / 4th / 106th pick / 1996,crd,2000
98,Russell Davis,25,ldt,13,9,310,4-Jun,North Carolina,3/28/75,1,3,Chicago Bears / 2nd / 48th pick / 1999,crd,2000
67,Chris Dishman,26,c,14,12,339,3-Jun,Nebraska,2/27/74,3,4,Arizona Cardinals / 4th / 106th pick / 1997,crd,2000
58,James Folston,29,lb,13,3,236,3-Jun,La-Monroe,8/14/71,6,1,Los Angeles Raiders / 2nd / 52nd pick / 1994,crd,2000
59,Rob Fredrickson,29,lb,13,12,240,4-Jun,Michigan St.,5/13/71,6,4,Los Angeles Raiders / 1st / 22nd pick / 1994,crd,2000
84,Chris Gedney,30,te,13,3,258,5-Jun,Syracuse,8/9/70,7,1,Chicago Bears / 3rd / 61st pick / 1993,crd,2000
11,Bryan Gilmore,22,,1,0,200,Jun-00,Midwestern St.,7/21/78,Rook,0,,crd,2000
14,Chris Greisen,24,,3,0,227,3-Jun,NW Missouri St.,7/2/76,1,0,Arizona Cardinals / 7th / 239th pick / 1999,crd,2000
60,Mike Gruttadauria,28,C,8,8,280,3-Jun,Central Florida,12/6/72,4,2,,crd,2000
80,Terry Hardy,24,TE,16,15,266,4-Jun,Southern Miss,5/31/76,2,7,Arizona Cardinals / 5th / 125th pick / 1998,crd,2000
71,Lester Holmes,31,RG,12,12,315,4-Jun,Jackson St.,9/27/69,7,4,Philadelphia Eagles / 1st / 19th pick / 1993,crd,2000
72,Jabari Issa,22,,10,0,302,5-Jun,Washington,4/18/78,Rook,1,Arizona Cardinals / 6th / 176th pick / 2000,crd,2000
19,MarTay Jenkins,25,wr,16,2,201,Jun-00,Nebraska-Omaha,2/28/75,1,3,Dallas Cowboys / 6th / 193rd pick / 1999,crd,2000
26,Thomas Jones,22,rb,14,4,220,10-May,Virginia,8/19/78,Rook,4,Arizona Cardinals / 1st / 7th pick / 2000,crd,2000
73,Matt Joyce,28,LG,13,13,300,7-Jun,Richmond,3/30/72,5,4,,crd,2000
86,Trey Junkin,39,,16,0,240,2-Jun,Louisiana Tech,1/23/61,17,1,Buffalo Bills / 4th / 93rd pick / 1983,crd,2000
22,Tom Knight,26,RCB,16,15,202,Jun-00,Iowa,12/29/74,3,4,Arizona Cardinals / 1st / 9th pick / 1997,crd,2000
42,Kwamie Lassiter,31,FS,16,16,207,Jun-00,Kansas,12/3/69,5,4,,crd,2000
41,Justin Lucas,24,,16,0,211,10-May,"Texas A&M,Abilene Christian",7/15/76,1,1,,crd,2000
53,Mark Maddox,32,,14,0,233,1-Jun,Northern Michigan,3/23/68,8,1,Buffalo Bills / 9th / 249th pick / 1991,crd,2000
34,Joel Makovicka,25,FB,14,10,246,11-May,Nebraska,10/6/75,1,0,Arizona Cardinals / 4th / 116th pick / 1999,crd,2000
61,Tony McCoy,31,ldt,6,6,289,1-Jun,Florida,6/10/69,8,2,Indianapolis Colts / 4th / 105th pick / 1992,crd,2000
39,Dennis McKinley,24,,16,0,250,2-Jun,Mississippi St.,11/3/76,1,0,Arizona Cardinals / 6th / 206th pick / 1999,crd,2000
57,Ronald McKinnon,27,MLB,16,16,246,Jun-00,North Alabama,9/20/73,4,5,,crd,2000
83,Tywan Mitchell,25,,10,1,245,5-Jun,Mankato St.,12/10/75,Rook,1,,crd,2000
96,Brad Ottis,28,DE,15,11,281,5-Jun,Wayne State (NE),8/2/72,6,3,Los Angeles Rams / 2nd / 56th pick / 1994,crd,2000
32,Michael Pittman,25,RB,16,12,218,Jun-00,Fresno St.,8/14/75,2,8,Arizona Cardinals / 4th / 95th pick / 1998,crd,2000
10,Scott Player*,31,P,16,0,213,1-Jun,"Flager,Florida St.",12/17/69,2,3,,crd,2000
16,Jake Plummer,26,QB,14,14,212,2-Jun,Arizona St.,12/19/74,3,7,Arizona Cardinals / 2nd / 42nd pick / 1997,crd,2000
97,Simeon Rice,26,DE,15,11,268,5-Jun,Illinois,2/24/74,4,4,Arizona Cardinals / 1st / 3rd pick / 1996,crd,2000
51,Johnny Rutledge,23,lb,11,3,239,3-Jun,Florida,1/4/77,1,1,Arizona Cardinals / 2nd / 51st pick / 1999,crd,2000
81,Frank Sanders,27,WR,16,16,215,2-Jun,Auburn,2/17/73,5,5,Arizona Cardinals / 2nd / 47th pick / 1995,crd,2000
54,Sekou Sanyika,22,,16,0,240,3-Jun,California,3/17/78,Rook,1,Arizona Cardinals / 7th / 215th pick / 2000,crd,2000
68,Yusuf Scott,24,,9,0,348,3-Jun,Arizona,11/30/76,1,0,Arizona Cardinals / 5th / 168th pick / 1999,crd,2000
94,Corey Sears,27,de,8,2,314,3-Jun,Mississippi St.,4/15/73,2,1,,crd,2000
70,L.J. Shelton,24,LT,14,14,335,6-Jun,East. Michigan,3/21/76,1,5,Arizona Cardinals / 1st / 21st pick / 1999,crd,2000
93,Mark Smith,26,rdt,14,7,294,4-Jun,Auburn,8/28/74,3,3,Arizona Cardinals / 7th / 212th pick / 1997,crd,2000
50,Jason Starkey,23,,2,0,290,4-Jun,Marshall,7/15/77,Rook,0,,crd,2000
92,Barron Tanner,27,,4,0,360,3-Jun,Oklahoma,9/14/73,3,0,Miami Dolphins / 5th / 149th pick / 1997,crd,2000
87,Jay Tant,23,,5,0,254,3-Jun,Northwestern,12/4/77,Rook,0,Arizona Cardinals / 5th / 164th pick / 2000,crd,2000
55,Raynoch Thompson,23,lb,11,9,224,3-Jun,Tennessee,11/21/77,Rook,3,Arizona Cardinals / 2nd / 41st pick / 2000,crd,2000
40,Pat Tillman,24,SS,16,16,204,11-May,Arizona St.,11/6/76,2,5,Arizona Cardinals / 7th / 226th pick / 1998,crd,2000
78,Mao Tosi,24,rdt,15,10,305,6-Jun,Idaho,12/12/76,Rook,3,Arizona Cardinals / 5th / 136th pick / 2000,crd,2000
90,Andre Wadsworth,26,de,9,8,278,4-Jun,Florida St.,10/19/74,2,2,Arizona Cardinals / 1st / 3rd pick / 1998,crd,2000
75,Darwin Walker,23,,1,0,294,3-Jun,"North Carolina St.,Tennessee",6/15/77,Rook,0,Arizona Cardinals / 3rd / 71st pick / 2000,crd,2000
52,Zack Walz,24,lb,6,5,228,4-Jun,Dartmouth,2/3/76,2,2,Arizona Cardinals / 6th / 158th pick / 1998,crd,2000
35,Aeneas Williams,32,LCB,16,16,200,11-May,Southern,1/29/68,9,6,Phoenix Cardinals / 3rd / 59th pick / 1991,crd,2000
21,Clarence Williams,23,,2,0,193,9-May,Michigan,5/16/77,Rook,0,,crd,2000
36,David Barrett,24,lcb,16,9,208,10-May,Arkansas,12/22/77,1,4,Arizona Cardinals / 4th / 102nd pick / 2000,crd,2001
94,Marcus Bell,22,,13,0,339,2-Jun,Memphis,6/1/79,Rook,1,Arizona Cardinals / 4th / 123rd pick / 2001,crd,2001
61,Jarvis Borum,23,t,1,1,324,7-Jun,North Carolina St.,9/16/78,Rook,1,,crd,2001
89,David Boston*+,23,WR,16,15,240,2-Jun,Ohio St.,8/19/78,2,14,Arizona Cardinals / 1st / 8th pick / 1999,crd,2001
71,Andy Bowers,25,de,1,1,283,5-Jun,Utah,2/22/76,Rook,0,,crd,2001
17,Dave Brown,31,,1,0,230,5-Jun,Duke,2/25/70,9,0,New York Giants / 1st / 1st pick / 1992åÊSupp,crd,2001
95,Tom Burke,25,DE,12,9,275,3-Jun,Wisconsin,10/12/76,2,4,Arizona Cardinals / 3rd / 83rd pick / 1999,crd,2001
87,Steve Bush,27,te,9,6,280,3-Jun,Arizona St.,7/4/74,4,1,,crd,2001
25,Corey Chavous,25,RCB,14,14,205,1-Jun,Vanderbilt,1/5/76,3,5,Arizona Cardinals / 2nd / 33rd pick / 1998,crd,2001
65,Anthony Clement,25,RT,16,16,333,8-Jun,La-Lafayette,4/10/76,3,7,Arizona Cardinals / 2nd / 36th pick / 1998,crd,2001
75,Leonard Davis,23,RG,16,16,375,6-Jun,Texas,9/5/78,Rook,7,Arizona Cardinals / 1st / 2nd pick / 2001,crd,2001
98,Russell Davis,26,LDT,16,16,310,4-Jun,North Carolina,3/28/75,2,7,Chicago Bears / 2nd / 48th pick / 1999,crd,2001
67,Chris Dishman,27,lg,16,5,339,3-Jun,Nebraska,2/27/74,4,3,Arizona Cardinals / 4th / 106th pick / 1997,crd,2001
79,Mario Fatafehi,22,de,7,1,300,2-Jun,Kansas St.,1/27/79,Rook,1,Arizona Cardinals / 5th / 133rd pick / 2001,crd,2001
59,Rob Fredrickson,30,LB,15,15,240,4-Jun,Michigan St.,5/13/71,7,7,Los Angeles Raiders / 1st / 22nd pick / 1994,crd,2001
11,Bryan Gilmore,23,,2,0,200,Jun-00,Midwestern St.,7/21/78,1,0,,crd,2001
7,Bill Gramatica,23,K,13,0,189,10-May,"Florida St.,South Florida",7/10/78,Rook,3,Arizona Cardinals / 4th / 98th pick / 2001,crd,2001
60,Mike Gruttadauria,29,C,15,15,280,3-Jun,Central Florida,12/6/72,5,7,,crd,2001
80,Terry Hardy,25,te,8,6,266,4-Jun,Southern Miss,5/31/76,3,1,Arizona Cardinals / 5th / 125th pick / 1998,crd,2001
49,Lawrence Hart,25,,1,0,271,4-Jun,Southern,9/19/76,Rook,0,New York Jets / 7th / 195th pick / 1998,crd,2001
45,Renaldo Hill,23,lcb,14,1,194,11-May,Michigan St.,11/12/78,Rook,1,Arizona Cardinals / 7th / 202nd pick / 2001,crd,2001
72,Jabari Issa,23,de,13,5,302,5-Jun,Washington,4/18/78,1,2,Arizona Cardinals / 6th / 176th pick / 2000,crd,2001
84,Arnold Jackson,24,wr,16,2,168,8-May,Louisville,4/9/77,Rook,0,,crd,2001
82,MarTay Jenkins,26,wr,13,3,201,Jun-00,Nebraska-Omaha,2/28/75,2,5,Dallas Cowboys / 6th / 193rd pick / 1999,crd,2001
26,Thomas Jones,23,rb,16,2,220,10-May,Virginia,8/19/78,1,4,Arizona Cardinals / 1st / 7th pick / 2000,crd,2001
86,Trey Junkin,40,,16,0,240,2-Jun,Louisiana Tech,1/23/61,18,1,Buffalo Bills / 4th / 93rd pick / 1983,crd,2001
66,Pete Kendall,28,LG,11,11,279,5-Jun,Boston Col.,7/9/73,5,5,Seattle Seahawks / 1st / 21st pick / 1996,crd,2001
24,Tom Knight,27,lcb,8,8,202,Jun-00,Iowa,12/29/74,4,3,Arizona Cardinals / 1st / 9th pick / 1997,crd,2001
42,Kwamie Lassiter,32,FS,16,16,207,Jun-00,Kansas,12/3/69,6,8,,crd,2001
41,Justin Lucas,25,ss,13,4,211,10-May,"Texas A&M,Abilene Christian",7/15/76,2,2,,crd,2001
34,Joel Makovicka,26,FB,16,14,246,11-May,Nebraska,10/6/75,2,1,Arizona Cardinals / 4th / 116th pick / 1999,crd,2001
39,Dennis McKinley,25,,14,0,250,2-Jun,Mississippi St.,11/3/76,2,0,Arizona Cardinals / 6th / 206th pick / 1999,crd,2001
57,Ronald McKinnon,28,MLB,16,16,246,Jun-00,North Alabama,9/20/73,5,8,,crd,2001
83,Tywan Mitchell,26,te,16,4,245,5-Jun,Mankato St.,12/10/75,1,2,,crd,2001
1,Cedric Oglesby,24,,3,0,175,11-May,South Carolina,7/26/77,Rook,1,,crd,2001
32,Michael Pittman,26,RB,15,14,218,Jun-00,Fresno St.,8/14/75,3,7,Arizona Cardinals / 4th / 95th pick / 1998,crd,2001
10,Scott Player,32,P,12,0,213,1-Jun,"Flager,Florida St.",12/17/69,3,2,,crd,2001
16,Jake Plummer,27,QB,16,16,212,2-Jun,Arizona St.,12/19/74,4,12,Arizona Cardinals / 2nd / 42nd pick / 1997,crd,2001
23,Coby Rhinehart,24,,13,0,198,11-May,SMU,2/7/77,2,1,Arizona Cardinals / 6th / 190th pick / 1999,crd,2001
51,Johnny Rutledge,24,,14,0,239,3-Jun,Florida,1/4/77,2,1,Arizona Cardinals / 2nd / 51st pick / 1999,crd,2001
81,Frank Sanders,28,WR,15,13,215,2-Jun,Auburn,2/17/73,6,5,Arizona Cardinals / 2nd / 47th pick / 1995,crd,2001
54,Sekou Sanyika,23,lb,16,1,240,3-Jun,California,3/17/78,1,2,Arizona Cardinals / 7th / 215th pick / 2000,crd,2001
68,Yusuf Scott,25,,5,0,348,3-Jun,Arizona,11/30/76,2,0,Arizona Cardinals / 5th / 168th pick / 1999,crd,2001
70,L.J. Shelton,25,LT,16,16,335,6-Jun,East. Michigan,3/21/76,2,7,Arizona Cardinals / 1st / 21st pick / 1999,crd,2001
31,Marcel Shipp,23,,11,0,230,11-May,Massachusetts,8/8/78,Rook,0,,crd,2001
12,Chad Stanley,25,,4,0,210,3-Jun,S.F. Austin,1/29/76,2,0,,crd,2001
50,Jason Starkey,24,c,12,1,290,4-Jun,Marshall,7/15/77,1,1,,crd,2001
44,Michael Stone,23,,7,0,201,Jun-00,"Central State (OH),Memphis",2/13/78,Rook,0,Arizona Cardinals / 2nd / 54th pick / 2001,crd,2001
92,Barron Tanner,28,RDT,16,16,360,3-Jun,Oklahoma,9/14/73,4,6,Miami Dolphins / 5th / 149th pick / 1997,crd,2001
55,Raynoch Thompson,24,LB,14,14,224,3-Jun,Tennessee,11/21/77,1,6,Arizona Cardinals / 2nd / 41st pick / 2000,crd,2001
40,Pat Tillman,25,SS,12,12,204,11-May,Arizona St.,11/6/76,3,4,Arizona Cardinals / 7th / 226th pick / 1998,crd,2001
78,Mao Tosi,25,de,11,1,305,6-Jun,Idaho,12/12/76,1,1,Arizona Cardinals / 5th / 136th pick / 2000,crd,2001
93,Kyle Vanden Bosch,23,de,3,3,278,4-Jun,Nebraska,11/17/78,Rook,2,Arizona Cardinals / 2nd / 34th pick / 2001,crd,2001
97,Fred Wakefield,23,DE,16,12,288,7-Jun,Illinois,9/17/78,Rook,5,,crd,2001
52,Zack Walz,25,lb,15,2,228,4-Jun,Dartmouth,2/3/76,3,2,Arizona Cardinals / 6th / 158th pick / 1998,crd,2001
22,Adrian Wilson,22,,16,0,222,3-Jun,North Carolina St.,10/12/79,Rook,2,Arizona Cardinals / 3rd / 64th pick / 2001,crd,2001
56,LeVar Woods,23,,15,0,244,3-Jun,Iowa,3/15/78,Rook,1,,crd,2001
20,Damien Anderson,23,rb,10,1,212,11-May,Northwestern,7/17/79,Rook,1,,crd,2002
80,Mike Banks,23,,12,0,262,4-Jun,Iowa St.,11/5/79,Rook,0,Arizona Cardinals / 7th / 223rd pick / 2002,crd,2002
36,David Barrett,25,RCB,14,14,208,10-May,Arkansas,12/22/77,2,5,Arizona Cardinals / 4th / 102nd pick / 2000,crd,2002
94,Marcus Bell,23,rdt,16,4,339,2-Jun,Memphis,6/1/79,1,3,Arizona Cardinals / 4th / 123rd pick / 2001,crd,2002
89,David Boston,24,WR,8,8,240,2-Jun,Ohio St.,8/19/78,3,4,Arizona Cardinals / 1st / 8th pick / 1999,crd,2002
91,Wendell Bryant,22,rdt,14,4,303,5-Jun,Wisconsin,9/12/80,Rook,2,Arizona Cardinals / 1st / 12th pick / 2002,crd,2002
95,Tom Burke,26,,6,0,275,3-Jun,Wisconsin,10/12/76,3,1,Arizona Cardinals / 3rd / 83rd pick / 1999,crd,2002
87,Steve Bush,28,TE,16,12,280,3-Jun,Arizona St.,7/4/74,5,1,,crd,2002
65,Anthony Clement,26,,1,0,333,8-Jun,La-Lafayette,4/10/76,4,0,Arizona Cardinals / 2nd / 36th pick / 1998,crd,2002
75,Leonard Davis,24,RT,15,15,375,6-Jun,Texas,9/5/78,1,6,Arizona Cardinals / 1st / 2nd pick / 2001,crd,2002
98,Russell Davis,27,LDT,16,16,310,4-Jun,North Carolina,3/28/75,3,6,Chicago Bears / 2nd / 48th pick / 1999,crd,2002
67,Chris Dishman,28,RG,14,14,339,3-Jun,Nebraska,2/27/74,5,5,Arizona Cardinals / 4th / 106th pick / 1997,crd,2002
27,Nijrell Eason,23,,1,0,205,1-Jun,Arizona St.,5/20/79,Rook,0,,crd,2002
74,John Fina,33,,7,0,300,5-Jun,Arizona,3/11/69,10,0,Buffalo Bills / 1st / 27th pick / 1992,crd,2002
52,Levar Fisher,23,,7,0,239,1-Jun,North Carolina St.,7/2/79,Rook,1,Arizona Cardinals / 2nd / 49th pick / 2002,crd,2002
59,Rob Fredrickson,31,LB,10,10,240,4-Jun,Michigan St.,5/13/71,8,4,Los Angeles Raiders / 1st / 22nd pick / 1994,crd,2002
86,Bryan Gilmore,24,,7,0,200,Jun-00,Midwestern St.,7/21/78,2,0,,crd,2002
64,Steven Grace,23,,1,0,296,3-Jun,Arizona,2/13/79,Rook,0,,crd,2002
7,Bill Gramatica,24,K,16,0,189,10-May,"Florida St.,South Florida",7/10/78,1,3,Arizona Cardinals / 4th / 98th pick / 2001,crd,2002
60,Mike Gruttadauria,30,C,8,8,280,3-Jun,Central Florida,12/6/72,6,3,,crd,2002
29,Quentin Harris,25,,6,0,214,1-Jun,Syracuse,1/26/77,Rook,0,,crd,2002
21,Renaldo Hill,24,lcb,14,7,194,11-May,Michigan St.,11/12/78,1,3,Arizona Cardinals / 7th / 202nd pick / 2001,crd,2002
48,Nathan Hodel,25,,16,0,249,2-Jun,Illinois,11/12/77,Rook,1,,crd,2002
84,Arnold Jackson,25,,16,0,168,8-May,Louisville,4/9/77,1,0,,crd,2002
82,MarTay Jenkins,27,fb,8,1,201,Jun-00,Nebraska-Omaha,2/28/75,3,3,Dallas Cowboys / 6th / 193rd pick / 1999,crd,2002
96,Dennis Johnson,23,,13,0,269,5-Jun,Kentucky,12/4/79,Rook,1,Arizona Cardinals / 3rd / 98th pick / 2002,crd,2002
85,Freddie Jones,28,TE,16,16,260,4-Jun,North Carolina,9/16/74,5,3,San Diego Chargers / 2nd / 45th pick / 1997,crd,2002
51,Greg Jones,28,lb,3,1,238,4-Jun,Colorado,5/22/74,5,0,Washington Redskins / 2nd / 51st pick / 1997,crd,2002
26,Thomas Jones,24,RB,9,9,220,10-May,Virginia,8/19/78,2,4,Arizona Cardinals / 1st / 7th pick / 2000,crd,2002
11,Kevin Kasper,25,wr,6,4,197,1-Jun,Iowa,12/23/77,1,1,Denver Broncos / 6th / 190th pick / 2001,crd,2002
66,Pete Kendall,29,LG,12,12,279,5-Jun,Boston Col.,7/9/73,6,5,Seattle Seahawks / 1st / 21st pick / 1996,crd,2002
42,Kwamie Lassiter,33,FS,16,16,207,Jun-00,Kansas,12/3/69,7,5,,crd,2002
41,Justin Lucas,26,ss,16,4,211,10-May,"Texas A&M,Abilene Christian",7/15/76,3,3,,crd,2002
34,Joel Makovicka,27,fb,12,1,246,11-May,Nebraska,10/6/75,3,1,Arizona Cardinals / 4th / 116th pick / 1999,crd,2002
83,Jason McAddley,23,WR,9,8,200,2-Jun,Alabama,7/28/79,Rook,3,Arizona Cardinals / 5th / 149th pick / 2002,crd,2002
12,Josh McCown,23,,2,0,212,4-Jun,"SMU,Sam Houston St.",7/4/79,Rook,0,Arizona Cardinals / 3rd / 81st pick / 2002,crd,2002
39,Dennis McKinley,26,fb,12,1,250,2-Jun,Mississippi St.,11/3/76,3,0,Arizona Cardinals / 6th / 206th pick / 1999,crd,2002
57,Ronald McKinnon,29,MLB,16,16,246,Jun-00,North Alabama,9/20/73,6,6,,crd,2002
47,Don Morgan,27,,7,0,202,11-May,Nevada,9/18/75,3,0,,crd,2002
10,Scott Player,33,P,16,0,213,1-Jun,"Flager,Florida St.",12/17/69,4,3,,crd,2002
16,Jake Plummer,28,QB,16,16,212,2-Jun,Arizona St.,12/19/74,5,7,Arizona Cardinals / 2nd / 42nd pick / 1997,crd,2002
19,Nate Poole,25,wr,5,1,204,2-Jun,Marshall,2/1/77,Rook,1,,crd,2002
23,Coby Rhinehart,25,db,16,2,198,11-May,SMU,2/7/77,3,1,Arizona Cardinals / 6th / 190th pick / 1999,crd,2002
73,Raleigh Roundtree,27,lg,10,6,295,4-Jun,South Carolina St.,8/31/75,4,3,San Diego Chargers / 4th / 109th pick / 1997,crd,2002
58,Johnny Rutledge,25,,9,0,239,3-Jun,Florida,1/4/77,3,0,Arizona Cardinals / 2nd / 51st pick / 1999,crd,2002
81,Frank Sanders,29,WR,12,12,215,2-Jun,Auburn,2/17/73,7,3,Arizona Cardinals / 2nd / 47th pick / 1995,crd,2002
70,L.J. Shelton,26,LT,16,16,335,6-Jun,East. Michigan,3/21/76,3,6,Arizona Cardinals / 1st / 21st pick / 1999,crd,2002
31,Marcel Shipp,24,rb,15,6,230,11-May,Massachusetts,8/8/78,1,8,,crd,2002
18,Jake Soliday,24,,4,0,195,1-Jun,Northern Iowa,11/16/78,Rook,0,,crd,2002
50,Jason Starkey,25,C,16,8,290,4-Jun,Marshall,7/15/77,2,4,,crd,2002
22,Duane Starks,28,LCB,10,10,170,10-May,Miami (FL),5/23/74,4,3,Baltimore Ravens / 1st / 10th pick / 1998,crd,2002
44,Michael Stone,24,,16,0,201,Jun-00,"Central State (OH),Memphis",2/13/78,1,1,Arizona Cardinals / 2nd / 54th pick / 2001,crd,2002
92,Barron Tanner,29,RDT,15,8,360,3-Jun,Oklahoma,9/14/73,5,4,Miami Dolphins / 5th / 149th pick / 1997,crd,2002
55,Raynoch Thompson,25,LB,16,16,224,3-Jun,Tennessee,11/21/77,2,6,Arizona Cardinals / 2nd / 41st pick / 2000,crd,2002
93,Kyle Vanden Bosch,24,DE,16,16,278,4-Jun,Nebraska,11/17/78,1,7,Arizona Cardinals / 2nd / 34th pick / 2001,crd,2002
97,Fred Wakefield,24,DE,16,14,288,7-Jun,Illinois,9/17/78,1,5,,crd,2002
71,Teag Whiting,23,,1,0,320,3-Jun,BYU,4/16/79,Rook,0,,crd,2002
24,Adrian Wilson,23,SS,14,14,222,3-Jun,North Carolina St.,10/12/79,1,5,Arizona Cardinals / 3rd / 64th pick / 2001,crd,2002
56,LeVar Woods,24,lb,15,2,244,3-Jun,Iowa,3/15/78,1,2,,crd,2002
68,Tony Wragge,23,lg,2,1,311,4-Jun,New Mexico St.,8/14/79,Rook,0,,crd,2002
53,Michael Young,24,lb,16,2,245,2-Jun,Illinois,6/1/78,Rook,2,,crd,2002
20,Damien Anderson,24,,16,0,212,11-May,Northwestern,7/17/79,1,1,,crd,2003
84,Mike Banks,24,,6,0,262,4-Jun,Iowa St.,11/5/79,1,0,Arizona Cardinals / 7th / 223rd pick / 2002,crd,2003
36,David Barrett,26,RCB,16,16,208,10-May,Arkansas,12/22/77,3,5,Arizona Cardinals / 4th / 102nd pick / 2000,crd,2003
94,Marcus Bell,24,LDT,13,10,339,2-Jun,Memphis,6/1/79,2,4,Arizona Cardinals / 4th / 123rd pick / 2001,crd,2003
11,Jeff Blake,33,QB,13,13,223,1-Jun,East Carolina,12/4/70,11,5,New York Jets / 6th / 166th pick / 1992,crd,2003
81,Anquan Boldin*,23,WR,16,16,218,1-Jun,Florida St.,10/3/80,Rook,10,Arizona Cardinals / 2nd / 54th pick / 2003,crd,2003
91,Wendell Bryant,23,ldt,12,5,303,5-Jun,Wisconsin,9/12/80,1,2,Arizona Cardinals / 1st / 12th pick / 2002,crd,2003
87,Steve Bush,29,te,16,4,280,3-Jun,Arizona St.,7/4/74,6,1,,crd,2003
65,Anthony Clement,27,RT,16,16,333,8-Jun,La-Lafayette,4/10/76,5,6,Arizona Cardinals / 2nd / 36th pick / 1998,crd,2003
51,James Darling,29,,16,0,247,1-Jun,Washington St.,12/29/74,6,1,Philadelphia Eagles / 2nd / 57th pick / 1997,crd,2003
75,Leonard Davis,25,RG,14,14,375,6-Jun,Texas,9/5/78,2,5,Arizona Cardinals / 1st / 2nd pick / 2001,crd,2003
98,Russell Davis,28,RDT,15,15,310,4-Jun,North Carolina,3/28/75,4,5,Chicago Bears / 2nd / 48th pick / 1999,crd,2003
67,Chris Dishman,29,rg,14,2,339,3-Jun,Nebraska,2/27/74,6,1,Arizona Cardinals / 4th / 106th pick / 1997,crd,2003
6,Tim Duncan,24,,5,0,210,2-Jun,"Kentucky St.,Oklahoma",6/12/79,Rook,0,,crd,2003
52,Levar Fisher,24,LB,16,15,239,1-Jun,North Carolina St.,7/2/79,1,5,Arizona Cardinals / 2nd / 49th pick / 2002,crd,2003
89,Larry Foster,27,wr,1,1,195,10-May,LSU,11/7/76,3,0,,crd,2003
63,Frank Garcia,31,c,7,3,302,2-Jun,Washington,1/28/72,8,1,Carolina Panthers / 4th / 132nd pick / 1995,crd,2003
86,Bryan Gilmore,25,WR,14,10,200,Jun-00,Midwestern St.,7/21/78,3,2,,crd,2003
25,Jason Goss,24,,4,0,185,10-May,TCU,10/4/79,Rook,0,,crd,2003
7,Bill Gramatica,25,,4,0,189,10-May,"Florida St.,South Florida",7/10/78,2,1,Arizona Cardinals / 4th / 98th pick / 2001,crd,2003
